,Andhiyarkhore,Bamnidhi,Basantpur,Ghatora,Kelo,Kurubhata,Paramanpur,Rajim,Rampur,Simga,Sundargarh,Catchment1,Catchment2
30-08-2011,52.55,270.466,3788.74,97.794,39.706,133.449,104.065,279.778,219.203,1731.98,209.664,1621.3,196.871
31-08-2011,49.865,130,3972.2,70,19,20,92,1111.8,205,1902,130,1612.34,11.76
01-09-2011,50.374,50,5685.21,100,19.194,92.259,87.744,540,148.454,1415.82,112.654,2766.07,0
02-09-2011,50.389,106.602,4688.88,118.127,103.634,102.311,139.973,1023.43,148.246,1410.65,191.912,1927.78,0
03-09-2011,109.036,415.44,5131.75,465.966,484.48,633.47,819.425,391.288,163.337,1911.01,900.126,2096,0
04-09-2011,46.219,800,5600.2,550,195,1000,420,286,126.16,1142.25,1870,1864.84,558.329
05-09-2011,46.188,699.126,5238.45,422.43,146.028,878.54,433.272,181.141,126.131,1139.53,978.95,1965.81,1051.42
06-09-2011,49.479,1718.53,5012.78,345.352,309.941,853.062,1309.17,402.493,170.653,944.918,627.981,1517.96,737.69
07-09-2011,236.638,2611.59,9809.88,669.972,604.304,958.344,1932.09,3679.13,1776,2442.68,878.044,4304.72,582.129
08-09-2011,361.339,2398.83,18680.6,498.279,722.899,824.918,1230.27,1789.96,2849,5156.11,806.958,8514.39,2497.4
09-09-2011,232.779,5153.71,23365.9,489.935,296.67,1002.42,1085.01,727.845,2174,7358.73,1252.41,9481.29,5459.73
10-09-2011,125.894,7731.67,17095.4,435.098,353.745,2005.23,1757.74,377.101,772,6127.15,3098.79,1058.11,3005.35
11-09-2011,70.183,4200,14250.8,400,250,960,435,293.11,352,605.58,1380,1353.03,2270.71
12-09-2011,70.118,552.453,5596.86,349.768,94.228,490.151,250.213,232.951,232.905,602.984,629.217,0,421.504
13-09-2011,44.867,362.4,2794.38,180.15,40.607,311.029,185.447,148.821,150.265,533.597,379.653,545.349,0
14-09-2011,43.552,410.35,1973.82,199.402,45.122,321.357,139.706,199.481,135.228,371.058,334.558,400.729,204.841
15-09-2011,40.739,449.176,2036.52,207.819,38.509,336.879,90.748,141.738,158.888,347.271,353.04,562.49,280.683
16-09-2011,50.522,1402.6,2781.07,190.462,44.988,355.948,86.081,132.448,143.79,425.913,446.401,679.233,308.142
17-09-2011,44.881,1115.94,2188.71,227.021,27.075,459.474,69.039,354.865,132.625,585.079,604.924,98.475,319.39
18-09-2011,38.165,1500,3560.1,300,36,328,155,390.427,150,848.533,605,990.186,354.637
19-09-2011,38.16,525.05,3289.6,244.516,44.367,302.399,428.204,390.329,308.04,849.148,508.217,857.614,973.868
20-09-2011,37.391,416.14,2851.48,165.188,41.436,253.306,209.139,383.079,251.12,637.754,376.949,643.901,354.48
21-09-2011,31.572,319.047,3953.8,166.674,22.348,203.206,176.524,723.447,419.957,733.804,253.235,1908.06,81.877
22-09-2011,31.344,249.545,3545.34,154.391,19.03,143.774,232.781,487.034,272.787,946.69,159.953,1524.55,0
23-09-2011,15.728,291.378,755.26,102.918,17.679,128.608,1442.47,382.467,170.751,714.671,291.377,0,596.545
24-09-2011,12.347,411.908,2334.25,92.796,50.754,133.033,1289.55,232.592,222.092,514.22,2676.3,354.389,999.82
25-09-2011,10.679,400,2010,90,40.5,457,423.25,150.6,144.71,280.475,1000,376.652,303.501
26-09-2011,10.678,345.633,1838.23,90.156,23.158,315.994,205.136,150.33,144.576,280.146,529.356,605.2,311.12
27-09-2011,8.418,305.307,1595.95,56.215,18.836,222.488,152.169,164.327,137.029,239.985,368.757,594.555,32.633
28-09-2011,7.848,189.525,948.622,52.246,14.933,143.785,117.599,147.562,90.472,185.693,223.782,126.683,151.543
29-09-2011,7.472,219.017,787.855,53.431,13.231,132.931,91.549,136.124,55.258,149.601,197.887,65.547,23.064
30-09-2011,6.234,190.857,736.336,57.107,13.034,103.972,71.985,110.485,35.761,132.377,167.353,109.506,0
01-06-2012,0.021,2.874,6.759,3.1644,0,0,0,1.2,0.248,0.168,0.297,0,0
02-06-2012,0.021,2.742,5.246,3.1644,0,0,0,1.2,0.248,0.168,0.279,0,4.9712
03-06-2012,0.021,2.642,5,3.1644,0,0,0,1.2,0.248,0.168,0.279,0,26.5829
04-06-2012,0.021,2.46,3.352,3.1644,0,0,0,1.2,0.248,0.5,0.241,0,0
05-06-2012,0.021,2.692,3.362,3.1644,0,0,0,1.2,0.248,0.5,0.244,0,12.4969
06-06-2012,0.021,2.573,2.918,3.1644,0,0,0,1.2,0.248,0.5,0.19,0,0
07-06-2012,0.021,2.533,2.849,3.1644,0,0,0,1.2,0.248,0.5,0.193,0,0
08-06-2012,0.021,2.763,3.303,3.1644,0,0,0,1.2,0.248,0.5,0.206,0,0
09-06-2012,0.021,2.735,2.862,3.1644,0,0,0,1.2,0.248,0.5,0.193,0,8.8762
10-06-2012,0.021,2.735,2.9,3.1644,0,0,0,1.2,0.248,0.5,0.193,0,0
11-06-2012,0.021,2.905,2.978,3.1644,0,0,0,1.2,0.248,0.5,0.171,0,0
12-06-2012,0.021,2.749,2.418,3.1644,0,0,0,1.2,0.248,0.5,0.178,0,0
13-06-2012,0.021,2.688,2.285,3.1644,0,0,0,1.2,0.248,0.5,0.18,0,0
14-06-2012,0.021,3.242,2.327,3.1644,0,0,0,1.2,0.248,0.5,0.17,0,14.6453
15-06-2012,0.021,2.673,3.003,3.1644,0,0,0,1.2,0.248,0.5,0.175,0,0
16-06-2012,0.021,2.713,4.394,3.1644,0,0,0,1.2,0.248,0.5,0.172,0,0
17-06-2012,0.021,3.33,5,3.1644,0,0,0,1.2,0.248,0.658,0.206,0,5.13972
18-06-2012,0.021,3.19,10.003,3.1644,0,0,0,1.2,0.248,0.658,0.258,1.648,0
19-06-2012,0.021,12.231,6.168,1.1471,0,0,0,1.2,0.248,0.658,3.578,0,74.2186
20-06-2012,0.021,17.724,54.566,0.784716,0,13.4,0,1.2,0.248,0.658,5.859,38.199,122.533
21-06-2012,3.391,20.197,45.806,0.784716,0,15.606,0,28.893,0.248,0.692,4.5,24.527,438.156
22-06-2012,4.724,26.945,165.449,0.784716,23.474,148.816,0,22.973,3.999,37.843,39.358,137.186,117.717
23-06-2012,2.725,28.733,155.156,0.784716,19.102,235.913,0,28.846,12.997,43.972,162.054,101.534,377.444
24-06-2012,1.765,25.5,156,0.78,12.5,48,0,24.5,11.5,31,248.2,90.468,827.715
25-06-2012,1.563,17.918,140.635,0.786864,10.876,116.495,18.339,24.575,9.085,25.391,121.446,64.961,362.398
26-06-2012,1.766,13.671,108.443,0.798444,9.481,51.682,12.746,25.617,4.813,21.547,62.851,19.102,147.31
27-06-2012,2.706,21.091,116.096,0.798444,8.29,43.946,10.248,14.274,5.496,19.997,35.892,33.93,86.088
28-06-2012,1.533,16.943,100.476,0.815456,8.007,37.76,9.323,11.183,5.007,17.378,25.138,25.378,0
29-06-2012,1.506,18.373,72.986,0.815456,7.462,23.402,8.474,8.102,4.059,13.327,21.979,10.804,21.215
30-06-2012,1.485,10.164,74.935,0.815456,6.405,22.922,7.544,6.736,3.414,12.824,22.643,21.495,0
01-07-2012,2.158,10,80,0.815456,5.449,20,7.3,8,3.698,1.213,24,33.024,46.95
02-07-2012,2.251,12.186,65.965,0.815456,5.347,18.298,8.234,7.253,3.175,1.173,17.749,25.305,0
03-07-2012,2.356,9.854,100.691,0.815456,5.296,34.612,6.404,6.828,3.461,1.13,13.032,62.303,0
04-07-2012,2.143,9.823,70.518,0.798444,7.382,42.402,54.957,6.486,2.75,1.018,21.388,36.877,110.307
05-07-2012,4.878,9.119,66.704,0.786864,11.885,42.35,113.352,15.393,51.159,1.049,250,29.599,356.383
06-07-2012,2.617,18.284,228.6,1.5073,12.875,50.078,215.624,15.005,48.183,1.307,220.46,151.003,358.433
07-07-2012,2.518,36.005,357.492,30.407,28.558,120.978,109.553,14.047,24.651,1.609,114.579,273.07,155.925
08-07-2012,5.694,118,380,33.9,12.8,142.1,64,13.085,14.865,1.5,90,251.513,74.142
09-07-2012,5.381,69.662,411.178,33.929,13.037,138.883,62.063,18.931,11.182,1.944,74.586,267.307,138.195
10-07-2012,37.784,99.044,494.01,38.332,11.193,134.983,64.04,22.278,10.186,3.74,367.198,341.509,0
11-07-2012,26.025,83.445,371.35,42.045,12.161,212.522,32.835,50.173,9.028,5.094,302.608,211.284,0
12-07-2012,8.866,68.097,344.4,39.017,10.414,132.965,24.256,21.598,7.432,15.828,235.387,169.985,101.534
13-07-2012,5.262,26.946,313.85,21.503,7.023,82.3,108.131,18.721,5.733,16.322,105.508,154.39,239.3
14-07-2012,2.844,54.789,303.41,36.598,5.625,71.153,53.325,22.43,5.429,17.851,107.076,174.972,243.212
15-07-2012,3.012,40,336,32,12,66,75,80,5.782,16.5,77,211.121,114.677
16-07-2012,2.94,138.521,456.484,38.266,8.696,76.479,67.246,133.783,11.763,2.876,137.596,240.737,247.004
17-07-2012,27.634,140.471,458.818,51.609,7.379,77.352,55.27,127.778,28.595,4.159,182.927,140.292,39.979
18-07-2012,20.804,98.954,678.549,46.137,6.534,95.03,22.365,112.04,49.815,5.919,141.134,333.389,169.424
19-07-2012,12.86,54.341,689.181,45.626,5.513,78.426,21.814,7.077,28.438,4.743,122.302,393.509,229.859
20-07-2012,70.989,256.066,1129.31,51.667,5.491,43.102,48.864,22.027,54.841,23.471,75.146,759.347,94.166
21-07-2012,58.788,229.4,1275.02,46.658,6.444,37.303,358.167,51.174,90.915,518.006,112.676,871.928,48.675
22-07-2012,34.251,200,2340,54.3,10.3,18,158,700,102.356,1124.32,120,1733.42,415.636
23-07-2012,24.476,63.531,4945.09,59.087,7.559,36.6,85.17,370.773,57.531,553.156,186.759,3519.61,0
24-07-2012,44.047,43.672,2093.43,38.672,6.437,36.67,39.658,259.188,43.326,510.379,102.41,578.143,135.846
25-07-2012,19.073,81.936,1617.72,57.888,6.406,40.851,32.002,219.132,20.963,245.916,74.914,542.813,346.665
26-07-2012,12.008,312.16,1386.75,101.31,8.572,38.065,52.466,213.263,18.874,234.868,292.744,374.678,130.948
27-07-2012,9.522,254.509,1528.25,150.837,37.553,86.57,371.706,163.776,13.798,169.358,452.188,642.952,220.096
28-07-2012,7.816,143.189,1167.28,94.219,13.532,129.401,103.441,264.399,12.072,212.49,324.903,421.185,354.805
29-07-2012,6.243,90,965,57.62,10.3,127,78,238.659,11.065,226.253,225,344.669,269.734
30-07-2012,4.652,70.453,875.798,56.981,10.4,119.448,53.284,252.66,11.191,201.012,125.448,253.619,269.901
31-07-2012,2.531,139.939,812.76,31.286,12.347,225.498,459.783,451.298,115.341,1390.46,133.004,91.309,202.62
01-08-2012,2.334,110.735,3582.41,28.098,16.372,281.852,441.068,454.65,165.378,1499.39,402.906,2112.76,257.935
02-08-2012,2.236,71.048,3798.93,38.439,12.955,156.406,196.996,356.53,125.389,1151.44,281.988,1706.46,0
03-08-2012,2.372,70.143,2300.94,25.087,11.072,95.254,242.89,338.847,89.542,937.843,257.247,378.778,0
04-08-2012,2.597,306.382,6221.89,27.991,172.665,218.563,383.545,2404.92,526.359,2129.5,752.16,4141.54,98.901
05-08-2012,2.389,470,8825.12,32.569,132.6,260,870,35,526.984,188.24,850,4540.5,0
06-08-2012,18.461,291.888,8200,123.516,221.947,279.942,553.577,1144.33,342.961,2366.62,900.912,5454.42,2792.05
07-08-2012,27.746,493.565,6499.21,88.67,143.673,318.789,197.111,726.257,259.935,1277.03,635.433,3472.76,1803.11
08-08-2012,21.038,623.724,4205.26,71.779,43.031,270.48,103.626,299.891,177.377,893.013,295.777,816.67,461.664
09-08-2012,8.833,412.337,2454.44,64.593,29.479,138.235,75.245,254.138,136.435,423.403,217.702,92.462,286.256
10-08-2012,8.85,425,2121.23,66.987,82.86,401.798,389.404,237.346,93.803,180.25,400.18,532.981,218.064
11-08-2012,8.925,826.134,4771.86,304.301,97.717,359.108,738.494,245.829,375,555.96,645.162,3045.81,49.373
12-08-2012,9.25,795,4823.52,299.569,402,1460,680,30,310,550,1260,2795.14,0
13-08-2012,9.148,747.749,3775.13,260.916,102.108,460.313,490.369,149.692,227.571,958.936,716.327,1793.01,754.159
14-08-2012,3.328,514.777,3237.3,114.251,71.695,357.769,538.737,135.938,139.206,398.889,400.824,1390.32,699.82
15-08-2012,2.168,365,2013.12,102.598,29.5,210,195,50,115,380,270,555.58,207.906
16-08-2012,2.168,256.518,1568.27,52.572,98.621,231.923,2357.1,52.798,45.732,286.352,820.552,602.229,0
17-08-2012,2.217,521.338,1608.13,53.76,149.459,288.131,973.641,51.516,49.834,177.641,631.744,646.939,3412.16
18-08-2012,1.028,452.599,1488.88,49.761,220.406,354.991,759.762,50.42,87.665,163.768,475.267,577.675,1103.11
19-08-2012,4.361,480.123,1654.36,60.123,88,235,428,48,340,450,420,640.132,1727.61
20-08-2012,34.21,384.569,3045.21,58.231,43,130,407,42,380,900,236,1895.64,1322.87
21-08-2012,34.3,246.665,4566.12,113.996,41.139,134.404,177.054,306.038,269.529,1389.19,156.421,3175.63,344.336
22-08-2012,66.422,430.805,4294.19,166.885,44.934,114.151,196.159,260.847,172.906,1061.78,414.247,2220.49,0
23-08-2012,45.868,827.383,5123.88,350.283,37.024,128.675,168.16,258.77,127.981,986.137,408.257,2540.08,0
24-08-2012,34.354,549.201,4050.18,131.071,22.182,124.609,91.197,252.083,92.234,820.356,284.297,1688.05,0
25-08-2012,28.168,439.876,2825.63,97.467,17.008,129.387,1115.99,58.827,42.556,546.007,241.163,967.483,0
26-08-2012,37,241.569,2000.12,164.569,12,115,760,14,41.356,550,290,679.697,668.799
27-08-2012,27.3,250.589,2150.31,349.111,43.819,134.755,714.83,144.441,47.188,946.826,608.265,1036.85,297.128
28-08-2012,25.828,302.669,3207.75,468.328,84.323,347.702,241.422,349.275,131.762,987.167,769.696,1559.6,107.234
29-08-2012,25.571,221.694,3066.44,99.176,23.068,164.265,218.017,145.279,96.844,624.487,366.858,1120.68,47.993
30-08-2012,18.895,138.93,1964.98,95.076,21.913,126.165,141.473,62.484,50.335,523.564,269.162,542.25,173.989
31-08-2012,12.844,105.378,1446.47,86.645,18.416,108.887,76,60.776,32.377,345.968,233.284,483.704,139.432
01-09-2012,12.52,71.641,1121.07,77.499,14.545,134.68,78.926,57.029,24.924,262.133,135.428,390.556,82.892
02-09-2012,11.329,65.654,1023.55,72.444,80,135,83,50.359,22.356,300,250,454.323,0
03-09-2012,11.753,173.596,1324.56,60.274,41.74,114.807,96.79,52.354,32.967,257.368,189.561,736.595,280.546
04-09-2012,13.13,171.308,1246.21,63.334,27.091,103.298,65.079,157.537,33.377,206.933,164.327,632.253,70.159
05-09-2012,38,75.739,1524.81,60.364,20.571,84.972,108.629,1205.61,305.049,952.986,135.091,774.962,158.186
06-09-2012,63.276,98.965,4594.48,102.823,107.936,101.986,232.229,999.043,286.156,2994.88,457.279,2749.62,0
07-09-2012,74.519,142.765,6915.4,143.511,97.022,176.048,107.075,431.928,192.52,2681.3,563.87,3296.24,0
08-09-2012,72.935,365.811,7129.67,275.874,141.682,371.005,277.139,253.246,144.037,1157.96,1212.24,3070.39,0
09-09-2012,71.86,250,4652.12,269.452,108,285,180,43.582,130,1025.36,570,1665.48,58.734
10-09-2012,61.02,314.724,3336.32,282.325,86.09,400.226,197.189,759.651,158.735,781.361,1419.81,1239.91,0
11-09-2012,53.335,563.559,3690.99,466.028,85.966,308.507,138.106,381.028,151.227,756.375,572.576,1390.37,353.684
12-09-2012,47.475,333.264,4019.55,312.354,77.289,205.264,97.175,370.209,181.351,699.219,496.167,1631.79,551.763
13-09-2012,40.55,379.484,3250.41,132.089,201.05,373.465,142.453,341.251,224.146,618.63,359.204,1216.81,1399.1
14-09-2012,34.788,459.658,3233.75,125.203,107.745,315.287,136.543,177.044,133.035,545.724,399.594,1426.84,409.655
15-09-2012,31.271,424.891,2591.53,121.573,75.61,290.053,109.572,156.579,149.082,495.043,270.593,991.881,447.647
16-09-2012,28.563,370.56,2235.55,119.145,40,236,182,41.596,122.5,475,500,870.456,392.981
17-09-2012,19.246,366.502,2085.14,116.146,29.255,198.872,226.99,51.811,178.184,308.086,521.621,831.651,317.52
18-09-2012,19.867,346.381,2739.89,124.289,42.073,199.883,140.09,53.071,312.618,298.272,347.719,1522.85,510.255
19-09-2012,19.002,358.805,2511.24,128.566,33.336,191.793,106.072,60.726,251.642,244.383,345.67,1371.61,535.134
20-09-2012,19.396,223.685,2014.26,121.336,89.446,174.599,147.038,185.051,200.848,438.068,491.172,1049.9,770.343
21-09-2012,18.286,125.42,1686,147.361,160.031,152.62,252.535,179.21,177.971,185.184,598.037,750.218,586.83
22-09-2012,36.06,145.598,1666.64,192.924,77.057,135.191,115.993,170.237,173.35,498.292,230.996,673.505,402.607
23-09-2012,32.652,223,1990.15,185.35,90,190,187,48.365,132,565,270,926.878,151.45
24-09-2012,30.791,112.641,2007.42,140.555,50.575,145.385,90.014,191.404,131.256,528.464,198.543,901.481,81.236
25-09-2012,19.907,84.564,1934.12,74.301,25.358,99.438,62.766,177.319,123.556,498.18,167.819,877.576,0
26-09-2012,17.886,70.399,1465.31,62.787,20.853,99.246,48.914,132.794,68.476,366.355,122.291,503.14,0
27-09-2012,16.68,67.102,1231.93,49.369,16.032,74.434,38.769,49.583,40.248,309.913,96.517,433.008,0
28-09-2012,9.99,63.926,750.323,41.482,12.773,72.465,35.059,46.244,28.002,263.129,78.95,144.83,0
29-09-2012,9.787,61.024,729.22,40.101,12.332,83.034,33.25,35.582,21.465,209.583,70.82,239.59,111.212
30-09-2012,9.7,61.014,680.897,41,10.5,70,36.6,42.562,18.562,84.569,69,258.3,265.106
01-06-2013,0,5.64,6.261,0,0,0,0,0,0,0,4.62,0,0
02-06-2013,0,5.7,5.24,0,0,0,0,0,0,0,4.6,0,0
03-06-2013,0,5.859,4.054,0,0,0,0,0,0,0,8.243,0,69.5537
04-06-2013,0,6.66,3.837,0,0,0,0,0,0,0,22.076,0,139.71
05-06-2013,0,8.115,7.536,0,0,0,0,0,0,0,14.637,0.976,248.007
06-06-2013,0,7.382,7.381,0,0,0,0,0,0,0,10.368,0,66.423
07-06-2013,0,13.36,8.251,0,0,0,0,0,0,0,8.348,0,0
08-06-2013,0,21.773,15.534,0,0,0,0,0,0,0,7.6,4.155,0
09-06-2013,0,20,29.15,0,0,0,0,0,0,0,5.3,8.993,0
10-06-2013,0,19.333,30.153,0,0,0,0,0,0,0,5.577,10.327,51.33
11-06-2013,0,19.231,36.05,0,0,24.742,0,0,0,0,17.435,16.658,43.8227
12-06-2013,0,22.259,30.359,0,0,18.207,0,0,0,0,91.769,10.042,0
13-06-2013,0,29.97,27.345,0,0,14,0,0,0,0,84.892,2.253,80.333
14-06-2013,0,32.25,36.223,0,0,32.707,0,0,0,0,42.389,5.497,0
15-06-2013,0,27.025,37.347,0,0,26.1,0,180.348,0,0,27.594,6.626,0
16-06-2013,0,30,180.256,0,0,45,0,40,0,0,25,139.141,177.913
17-06-2013,0,68.766,92.072,0,0,19.873,0,20.706,0,19.146,82.962,0,0
18-06-2013,0,55.402,256.752,0,0,42.985,0,19.67,6.937,167.768,75.812,147.713,0
19-06-2013,0,35.276,198.804,0,0,14.94,0,19.157,5.125,82.752,43.859,124.419,12.756
20-06-2013,0,22.426,77.951,0,0,13.212,2.388,15.685,4.011,73.879,29.452,0,0
21-06-2013,0.556,16.192,66.436,0,0,11.006,3.382,14.67,3.125,74.522,20.601,0,39.375
22-06-2013,0.729,20.277,138.872,0,0,6.498,3.347,20.837,2.818,70.599,18.142,21.794,0
23-06-2013,17.5,20,110.253,0,0,5,4.2,18.95,4.5,79.5,18.5,0,59.759
24-06-2013,8.475,22.787,134.328,0,0,14.941,2.265,24.601,5.115,75.492,15.458,14.815,192.92
25-06-2013,10.916,31.296,202.976,0,0,10.024,2.251,162.374,6.92,75.929,24.933,61.291,11.781
26-06-2013,8.465,30.801,393.759,0,0,13.431,2.533,362.445,8.235,120.055,47.134,181.573,149.717
27-06-2013,19.576,85.493,533.065,0,80.393,64.56,3.204,154.85,13.581,262.358,67.507,131.873,0
28-06-2013,24.436,132.45,799.346,0,36.468,40.369,3.734,51.014,8.25,300.869,69.603,235.772,0
29-06-2013,8.04,76.867,899.384,0,20.307,13.736,3.039,35.498,9.354,216.377,50.28,409.388,0
30-06-2013,5,35,600.2,0,18,8.5,4.21,24,14.1,143.65,39,204.064,0
01-07-2013,2.638,35.887,420.946,0,14.105,21.484,8.923,20.195,9.534,118.798,37.829,127.027,35.661
02-07-2013,2.396,38.389,524.881,0,14.682,36.891,21.893,25.907,6.803,115.768,37.542,300.064,0
03-07-2013,2.324,43.393,454.643,0,16.149,62.501,12.217,203.695,8.175,135.717,41.627,253.938,0
04-07-2013,3.818,65.739,420.946,0,27.788,14.149,9.379,127.374,9.033,140.592,39.376,125.171,0
05-07-2013,3.133,60.038,539.263,0,34.446,10.751,13.553,48.1,17.887,163.838,36.769,159.482,0
06-07-2013,2.098,40.612,558.231,0,15.881,10.411,9.324,30.659,13.567,246.742,32.333,258.1,0
07-07-2013,2.05,36.15,421.8,0,15,20,12,29.2,11.56,110.5,23,152.196,0
08-07-2013,4.309,36.005,421.774,0,11.65,52.391,14.477,29.98,8.772,134.45,34.095,136.829,0
09-07-2013,13.198,32.944,388.832,0,10.025,60.014,12.309,48.336,7.519,124.95,101.982,176.186,0
10-07-2013,12.453,34.71,357.532,0,14,155,8,309.422,5.954,377.609,68,142.4,0
11-07-2013,4.272,41.101,389.692,0,9.283,72.184,6.227,294.069,22.027,399.408,80.483,0,0
12-07-2013,13.182,45.989,690.551,0,8.427,61.266,7.417,279.774,14.311,483.51,110.585,0,0
13-07-2013,13.848,31.439,1087.07,13.922,19.76,78.697,6.664,393.488,12.226,901.262,81.611,305.256,0
14-07-2013,15.9,35,1360,6.174,20,64,12.1,198.5,12,760,67,273.836,0
15-07-2013,40.155,31.908,1312.62,6.174,20.488,53.708,107.438,176.096,9.352,564.191,82.762,128.575,0
16-07-2013,21.242,30.764,1030.57,2.907,19.63,50.851,48.423,52.114,12.557,1047.95,81.705,91.335,244.629
17-07-2013,13.41,30.393,1356.85,8.099,22.998,25.701,61.831,34.293,8.256,797.314,104.241,354.839,0
18-07-2013,32.352,27.14,1098.84,3.894,19.476,24.846,40.095,21.549,16.978,471.886,160.831,99.045,66.215
19-07-2013,13.963,29.416,851.543,4.683,17.932,29.325,28.852,20.57,22.169,724.018,109.155,97.676,23.361
20-07-2013,21.594,51.801,1146.93,21.771,17.096,44.197,55.322,19.024,10.857,753.266,215.597,430.736,65.648
21-07-2013,14,100,1345,22,31,80,50,23.6,9.5,880.5,95,463.63,0
22-07-2013,15.332,75.282,2048.25,90.812,26.429,262.379,230.452,213.696,5.843,581.397,180.57,1067.58,0
23-07-2013,11.608,88.968,1843.01,73.996,28.387,236.871,68.493,282.81,76.132,543.47,170.002,755.775,16.9
24-07-2013,89.053,124.392,2616.75,42.348,29.609,133.018,50.246,503.123,209.151,1082.19,104.039,1431.11,194.037
25-07-2013,31.486,74.075,3800.95,41.067,28.248,62.133,393.977,346.384,214.731,961.014,87.039,2200.31,0
26-07-2013,150.847,84.92,2300.33,26.004,27.45,60.687,80.676,268.246,87.3,878.517,68.444,571.897,0
27-07-2013,91.031,68.281,2171.4,71.66,13.991,61.304,335.389,319.484,61.969,2491.59,170.048,619.066,825.256
28-07-2013,40,80,4000,70,21,1090,165,750,57.6,970.6,750,1629.2,327.92
29-07-2013,36.385,159.503,4648.4,77.755,19.905,317.287,118.608,413.458,32.957,1212.21,352.237,2261.68,0
30-07-2013,31.373,140.54,2663.36,52.634,595.351,732.031,635.618,411.632,130.202,662.994,581.961,563.504,194.734
31-07-2013,32.724,85.366,4519.56,46.156,191.412,231.949,941.407,2571.67,750,2703.79,243.351,2413.18,3733.52
01-08-2013,29.233,78.961,12020.5,25.686,51.266,186.98,200.115,2310.52,850,6403.1,184.887,7186.94,415.098
02-08-2013,27.896,48.301,8902.23,35.963,51.191,164.91,147.158,782.991,308.618,6844.25,175.138,1530.15,0
03-08-2013,21.393,75.93,7700.39,31.018,20.461,145.067,78.358,478.762,262.282,6612.04,177.361,0,469.363
04-08-2013,19.5,70,6900,20.2,20,105,55,440.2,175,4018,166,0,28.813
05-08-2013,15.26,63.874,4379.93,15.657,12.847,167.95,51.066,438.121,93.074,819.809,100.179,0,685.48
06-08-2013,16.13,77.085,1675.14,16.805,119.91,181.821,49.87,411.042,78.583,894.243,177.664,0,1089.17
07-08-2013,30.281,83.979,2761.42,59.183,19.83,177.792,124.016,648.861,228.739,1261.7,173.093,973.931,268.44
08-08-2013,21.76,179.738,2817.38,45.08,91.321,185.663,245.633,466.138,195.348,1056.35,172.932,761.692,0
09-08-2013,20.05,250,2723.14,64.1,51,150,263,482.5,230,809.23,250,513.593,706.948
10-08-2013,20.982,186.856,2628.91,84.931,19.881,218.207,100.248,662.661,234.356,804.75,237.757,693.47,1023.22
11-08-2013,19.6,160,2102.12,70.35,20,125,58,405.6,125,538.5,195,295.791,403.082
12-08-2013,20.248,137.913,1575.33,63.906,12.846,116.63,48.677,318.711,106.189,529.789,125.94,12.588,555.362
13-08-2013,15.087,143.731,1559.56,90.858,26.429,158.216,155.108,340.605,77.56,529.958,163.528,309.862,446.8
14-08-2013,19.944,77.091,1542.13,63.004,20.014,147.102,110.086,373.1,96.891,532.185,248.919,388.721,159.401
15-08-2013,18.9,70,1200,61.45,85.5,127,60,343.8,102,508.65,176,62.082,306.811
16-08-2013,11.688,36.43,1416.75,51.166,82.926,103.782,62.417,344.556,74.943,400.608,101.536,323.618,615.756
17-08-2013,11.809,49.725,1230.19,36.461,164.438,110.168,77.566,382.715,91.044,490.601,292.265,225.621,558.168
18-08-2013,21.8,77,1500,140.52,180,300,150,387.5,127,1000.65,500,446.358,283.067
19-08-2013,28.809,140.668,3503.59,159.52,138.626,516.394,178.522,729.965,137.754,2072.94,395.228,1938.83,482.16
20-08-2013,160.435,150,4966.61,135.762,85.626,274.11,505.084,672.491,345.025,2580.58,529.574,2221.43,0
21-08-2013,105.092,452.184,5970.46,159.828,135.889,268.79,466.489,496.638,324.215,1694.97,583.45,2042.26,174.374
22-08-2013,89.069,425.7,5002.91,157.505,514.39,504.507,282.784,370.772,192.582,1242.74,1061.82,1420.25,96.101
23-08-2013,93.275,557.371,4130.08,128.9,120.902,382.631,154.328,375.014,139.623,1555.04,483.27,1256.31,810.87
24-08-2013,79.446,266.214,3867.29,131.288,20.422,259.949,97.135,342.165,108.458,1154.22,271.468,1368.58,648.241
25-08-2013,51.3,150,2998.7,86.9,60,155,60,342.9,85,1048.5,195,836.063,260.89
26-08-2013,44.193,138.582,2130.11,75.966,49.772,123.897,54.607,322.712,74.703,651.574,125.979,309.512,206.978
27-08-2013,42.77,103.231,1518.91,56.594,20.107,110.107,50.589,260.06,52.364,446.455,96.158,48.491,0
28-08-2013,80.939,211.467,1528.64,442.073,254.722,266.833,45.302,292.69,62.8,1132.76,271.918,251.446,0
29-08-2013,75.385,718.653,5111.52,491.073,219.61,705.628,84.382,392.315,510,1410.23,299.995,2540.36,0
30-08-2013,87.838,682.937,7345.04,310.527,146.808,1144.04,136.965,405.696,455,1100.54,442.868,4073.55,1389.42
31-08-2013,75.242,585.583,5256.16,164.693,80.435,708.768,75.312,365.322,325.974,809.79,256.68,2296.51,2303.31
01-09-2013,51.263,410,3449.2,139.997,20,300,52,281.5,227.5,570,190,1144.87,1171
02-09-2013,97.78,310.666,2309.59,110.232,45.015,211.476,43.9,272.219,74.859,569.673,139.093,612.867,161.345
03-09-2013,68.363,254.185,1941.68,86.033,47.958,187.43,50.978,275.952,83.899,486.422,115.954,543.117,0
